Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color (product.metafields.shopify.color-pattern),Material de decoración (product.metafields.shopify.decoration-material),Formato de papel (product.metafields.shopify.paper-format),Tamaño de papel (product.metafields.shopify.paper-size),Características de la planta (product.metafields.shopify.plant-characteristics),Forma (product.metafields.shopify.shape),Espacio adecuado (product.metafields.shopify.suitable-space),Luz solar (product.metafields.shopify.sunlight),Forma de jarrón (product.metafields.shopify.vase-shape),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
amaryllis-white-wax,Amaryllis WHITE WAX,"<meta charset=""utf-8"">
<p data-mce-fragment=""1"">Esta versión de amaryllis es la solución para aquellos que no tienen ""dedos verdes"". ¡No hace falta riego! Así es, este recubrimiento en cera permite que el bulbo se nutra y guarde la humedad necesaria para poder florecer, así es que sólo debes disfrutar del espectáculo :)</p>
<p data-mce-fragment=""1"" style=""text-align: center;""><span style=""color: #808080;"">* WHITE WAX es porque su cera es blanca, pero puedes elegir que el color de tu flor sea blanca o roja </span></p>",Las Lira,,"",Bulbos,false,Color,Flor roja,,,,,,,,"",0.0,shopify,deny,manual,19000,19000,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/files/white1.jpg?v=1683579383,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/roja_d2d2b45b-ff6a-47c1-8d4f-2f7ea3f63f4b.jpg?v=1683579398,kg,,,draft
amaryllis-white-wax,,,,,,,,,Flor blanca,,,,,,,,"",0.0,shopify,deny,manual,19000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/418D45B3-2C5C-4902-81C9-B99F508FED05_1_105_c_4f0450a7-c3f7-49ed-bd54-ddd2d53ae64c.jpg?v=1683579383,2,"",,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/blanca_77849a08-0aee-4b2b-83aa-43f3198a5e16.jpg?v=1683579412,kg,,,
amaryllis-white-wax,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/roja_d2d2b45b-ff6a-47c1-8d4f-2f7ea3f63f4b.jpg?v=1683579398,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amaryllis-white-wax,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/blanca_77849a08-0aee-4b2b-83aa-43f3198a5e16.jpg?v=1683579412,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amaryllis-gold-wax,Amaryllis GOLD WAX,"<meta charset=""utf-8"">
<p data-mce-fragment=""1"">Esta versión de amaryllis es la solución para aquellos que no tienen ""dedos verdes"". ¡No hace falta riego! Así es, este recubrimiento en cera permite que el bulbo se nutra y guarde la humedad necesaria para poder florecer, así es que sólo debes disfrutar del espectáculo :)</p>
<p data-mce-fragment=""1"">* GOLD WAX es porque su cera es dorada, pero puedes elegir que el color de tu flor sea blanca o roja </p>",Las Lira,,"",Bulbos,false,Color,Flor roja,,,,,,,,"",0.0,shopify,deny,manual,19000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/5A8A3DBB-479E-4F75-B6BB-05FAEBA993DB_1_105_c.jpg?v=1671038971,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
amaryllis-gold-wax,,,,,,,,,Flor blanca,,,,,,,,"",0.0,shopify,deny,manual,19000,,true,false,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
amaryllis-red-wax,Amaryllis RED WAX,"<p>Esta versión de amaryllis es la solución para aquellos que no tienen ""dedos verdes"". ¡No hace falta riego! Así es, este recubrimiento en cera permite que el bulbo se nutra y guarde la humedad necesaria para poder florecer, así es que sólo debes disfrutar del espectáculo :)</p>
<p style=""text-align: center;""><span style=""color: #b3b3b3;"">* RED WAX es porque su cera es roja, pero puedes elegir que el color de tu flor sea blanca o roja </span></p>",Las Lira,,"",Bulbos,false,Color,Flor roja,,,,,,,,"",0.0,shopify,deny,manual,19000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/files/red.jpg?v=1683579671,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/roja_b7896eb2-c5ae-4f48-8ba6-ad87ac8f24c8.jpg?v=1683579685,kg,,,draft
amaryllis-red-wax,,,,,,,,,Flor Blanca,,,,,,,,"",0.0,shopify,deny,manual,19000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/4B28B903-7B25-4DB0-9270-F5DAC510A171_1_105_c.jpg?v=1683579671,2,"",,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/blanca_74f09eca-b074-49eb-830e-fb0cc7eaf226.jpg?v=1683579698,kg,,,
amaryllis-red-wax,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/roja_b7896eb2-c5ae-4f48-8ba6-ad87ac8f24c8.jpg?v=1683579685,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amaryllis-red-wax,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/blanca_74f09eca-b074-49eb-830e-fb0cc7eaf226.jpg?v=1683579698,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amarilys-matero,Amaryllis en Matero,"<p>Precioso para donde lo pongas, el detalle preciso para un velador o escritorio :)</p>
<p>Pasada su floración debes trasplantarlos a tierra o a un macetero con drenaje (con un hoyo) y así podrán florecer cada año si quedan en un lugar óptimo para su desarrollo. Para su mejor duración debes mantenerlos en lugares frescos -nunca con luz directa o cerca de una fuente de calor-  ¡Disfruta del espectáculo!<br></p>",Las Lira,Home & Garden > Plants > Seeds > Plant & Flower Bulbs,"",Bulbos,false,Color,Blanco,,,,,,,,"",0.0,shopify,deny,manual,25000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_9495.jpg?v=1671019768,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
amarilys-matero,,,,,,,,,Rojo,,,,,,,,"",0.0,shopify,deny,manual,25000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_9494.jpg?v=1671019769,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pret-a-porter-peonias,Prêt à porter PEONIAS,"<meta charset=""utf-8"">
<p data-mce-fragment=""1"">Esta nueva línea de arreglos ""prêt à porter"" fue diseñada para ofrecerles un producto más accesible y con mayor rapidez de entrega. La serie de mini bouquets está pensada para producirse durante todo el año con flores de temporadas completas; <span data-mce-fragment=""1"">por lo que en este caso lo que ves ES LO QUE TENDRÁS. </span></p>
<p data-mce-fragment=""1"">¡Que la inflación no te deje sin flores!</p>
<p style=""text-align: center;"" data-mce-fragment=""1""><span style=""color: #b3b3b3;""><em>* El ramo de las fotos es de 5 unidades de peonías <strong>rojas</strong></em></span></p>",Las Lira,Home & Garden > Plants > Flowers,"",Ramos,false,Tamaño,5 unidades,,Color,Burdeo,,,,,"",0.0,shopify,deny,manual,18000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/1.jpg?v=1668532634,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_7707.heic?v=1668535552,kg,,,draft
pret-a-porter-peonias,,,,,,,,,5 unidades,,,Fucsia,,,,,"",0.0,shopify,deny,manual,18000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_7820.jpg?v=1668532634,2,"",,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_84162.heic?v=1668534221,kg,,,
pret-a-porter-peonias,,,,,,,,,5 unidades,,,Sara,,,,,"",0.0,shopify,deny,manual,18000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_7825.jpg?v=1668532634,3,"",,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_8420.heic?v=1668534314,kg,,,
pret-a-porter-peonias,,,,,,,,,5 unidades,,,Roja,,,,,"",0.0,shopify,deny,manual,18000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_84162.heic?v=1668534221,4,"",,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/4e779657-1dde-4749-8a96-08687358e9f4.jpg?v=1668534993,kg,,,
pret-a-porter-peonias,,,,,,,,,5 unidades,,,Rosa,,,,,"",0.0,shopify,deny,manual,18000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_8420.heic?v=1668534314,5,"",,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_8417.heic?v=1668534399,kg,,,
pret-a-porter-peonias,,,,,,,,,5 unidades,,,Blanca,,,,,"",0.0,shopify,deny,manual,18000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_8417.heic?v=1668534399,6,"",,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_8421.heic?v=1668534481,kg,,,
pret-a-porter-peonias,,,,,,,,,10 unidades,,,Burdeo,,,,,"",0.0,shopify,deny,manual,32000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_8421.heic?v=1668534481,7,"",,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_7707.heic?v=1668535552,kg,,,
pret-a-porter-peonias,,,,,,,,,10 unidades,,,Fucsia,,,,,"",0.0,shopify,deny,manual,32000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/4e779657-1dde-4749-8a96-08687358e9f4.jpg?v=1668534993,8,"",,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_84162.heic?v=1668534221,kg,,,
pret-a-porter-peonias,,,,,,,,,10 unidades,,,Sara,,,,,"",0.0,shopify,deny,manual,32000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_7707.heic?v=1668535552,9,"",,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_8420.heic?v=1668534314,kg,,,
pret-a-porter-peonias,,,,,,,,,10 unidades,,,Roja,,,,,"",0.0,shopify,deny,manual,32000,,true,false,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/4e779657-1dde-4749-8a96-08687358e9f4.jpg?v=1668534993,kg,,,
pret-a-porter-peonias,,,,,,,,,10 unidades,,,Rosa,,,,,"",0.0,shopify,deny,manual,32000,,true,false,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_8417.heic?v=1668534399,kg,,,
pret-a-porter-peonias,,,,,,,,,10 unidades,,,Blanca,,,,,"",0.0,shopify,deny,manual,32000,,true,false,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_8421.heic?v=1668534481,kg,,,
pret-a-porter-bigaro,Prêt à porter BIGARO,"<meta charset=""utf-8"">
<p data-mce-fragment=""1"">Esta nueva línea de arreglos ""prêt à porter"" fue diseñada para ofrecerles un producto más accesible y con mayor rapidez de entrega. La serie de mini bouquets está pensada para producirse durante todo el año con flores de temporadas completas; </p>
<span data-mce-fragment=""1"">por lo que en este caso lo que ves ES LO QUE TENDRÁS. </span>
<p data-mce-fragment=""1""> <br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1"">¡Que la inflación no te deje sin flores!</p>",Las Lira,,"",Ramos,true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,35000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_7810.jpg?v=1668528631,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,13400,active
pret-a-porter-bigaro,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/bigaro2.jpg?v=1668528630,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pret-a-porter-aloe,Prêt à porter ALOE,"<meta charset=""utf-8"">
<p data-mce-fragment=""1"">Esta nueva línea de arreglos ""prêt à porter"" fue diseñada para ofrecerles un producto más accesible y con mayor rapidez de entrega. La serie de mini bouquets está pensada para producirse durante todo el año con flores de temporadas completas; <meta charset=""utf-8""><span data-mce-fragment=""1"">por lo que en este caso lo que ves ES LO QUE TENDRÁS. </span></p>
<p data-mce-fragment=""1"">¡Que la inflación no te deje sin flores!</p>",Las Lira,Home & Garden > Plants > Flowers,Flores,Ramos,true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,35000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/aloe2.jpg?v=1668523313,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,14700,active
pret-a-porter-aloe,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/aloe1.jpg?v=1668523313,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pret-a-porter-rosas,Prêt à porter ROSAS,"<p>Esta nueva línea de arreglos ""prêt à porter"" fue diseñada para ofrecerles un producto más accesible y con mayor rapidez de entrega. La serie de mini bouquets está pensada para producirse durante todo el año con flores de temporadas completas; <span data-mce-fragment=""1"">por lo que en este caso lo que ves ES LO QUE TENDRÁS. </span></p>
<p>¡Que la inflación no te deje sin flores!<br></p>
<p style=""text-align: center;""><em><span style=""color: #b3b3b3;"">7 rosas, rusco y envoltorio</span></em></p>",Las Lira,Home & Garden > Plants > Flowers,"",Ramos,true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,25000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/4.png?v=1667927935,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
pret-a-porter-rosas,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/3.png?v=1667927934,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pret-a-porter-rosas,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/2.png?v=1667927934,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pret-a-porter-rosas,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/1.png?v=1667927935,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
velvet,Velvet,"<p>Para que tu arreglo tenga una vida útil más larga te recomendamos sacarlo por las noches a un lugar frío, porque en general el calor y la falta de agua son el gran enemigo de las flores de corte. Para este último punto, debes checkear con tu dedo que el OASIS (material en donde se acomodan las flores) esté siempre mojado. Ahora, ¿cómo hidratarlas? Nunca debes ""regar"" las flores por encima, sino que hacer un espacio para que el agua -con tu regadera o botella- llegue directamente al OASIS. Retira las flores que estén moribundas, así evitas la acumulación de bacterias y las que quedan se verán más frescas.</p>
<p style=""text-align: center;""><meta charset=""utf-8""><span style=""color: #b3b3b3;"">* El arreglo de las fotos es de tamaño '60 x 70 cms' / El envío no está incluido en este precio</span></p>
<p> </p>",Las Lira,Uncategorized,"",Arreglos,false,Title,Default Title,,,,,,,,F137,0.0,shopify,deny,manual,150000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_7579.jpg?v=1666379798,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
velvet,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_7602.jpg?v=1666372854,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
velvet,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_7607.jpg?v=1666372853,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
color-moon,Color Moon,"<p> </p>
<p data-mce-fragment=""1""><em data-mce-fragment=""1"">Las flores pueden variar debido a las temporadas, se mantiene siempre el colorido</em><br data-mce-fragment=""1""><br data-mce-fragment=""1"">Para que tu arreglo tenga una vida útil más larga te recomendamos sacarlo por las noches a un lugar frío, porque en general el calor y la falta de agua son el gran enemigo de las flores de corte. Para este último punto, debes checkear con tu dedo que el OASIS (material en donde se acomodan las flores) esté siempre mojado. Ahora, ¿cómo hidratarlas? Nunca debes ""regar"" las flores por encima, sino que hacer un espacio para que el agua -con tu regadera o botella- llegue directamente al OASIS. Retira las flores que estén moribundas, así evitas la acumulación de bacterias y las que quedan se verán más frescas.</p>
<p data-mce-fragment=""1""> </p>
<p><span style=""color: #b3b3b3;""><em>* El arreglo de las fotos es de tamaño '60 x 60 cms' / El envío no está incluido en este precio</em></span></p>",Las Lira,Home & Garden > Plants > Flowers,"",Arreglos,true,Title,Default Title,,,,,,,,F136,0.0,shopify,deny,manual,148000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_51142.jpg?v=1747756417,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
ampolla-uniflor,Ampolla uniflor,"<p>Florero de vidrio perfecto para veladores, baño o cualquier lugar mas pequeño. También una gran idea es juntar de a varios y hacer un conjunto como para centros de mesa por ejemplo. La tapa metálica se puede quitar. Florero no incluye flores.</p>
<p>15 x 7 cms</p>",Las Lira,Uncategorized,Florero,"Decoración, objetos",true,Title,Default Title,,,,,,,,O118,0.0,shopify,deny,manual,8000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_6008.jpg?v=1662752817,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
ampolla-uniflor,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_6011.jpg?v=1662752816,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
difunto-simple,Difunto una cara Malva,"<p><meta charset=""utf-8""><meta charset=""utf-8"">Si estás buscando algo <a data-encoded-attr-charset=""dXRmLTg="" data-encoded-tag-value="""" data-encoded-tag-name=""meta""></a>simple, discreto y sobrio, este arreglo puede ser tu opción. Es muy versátil ya que se puede situar en distintas partes del funeral: sobre la urna, a un costado del altar, a los pies, etc. Está montado y armado en las mismas bandejas que los sobre urna, la diferencia es que las flores van sólo por el frente. Puedes también pedir hacerlo en un colorido más masculino.<br></p>
<p style=""text-align: center;""><a data-encoded-attr-charset=""dXRmLTg="" data-encoded-tag-value="""" data-encoded-tag-name=""meta""></a><span style=""color: rgb(179, 179, 179);"">* El arreglo es tamaño '45 largo x 20 alto' / El envío no está incluido en este precio</span></p>",Las Lira,Uncategorized,"",Funerales,true,Title,Default Title,,,,,,,,F317,0.0,shopify,deny,manual,65000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/files/MG_0045-Edit-Edit.jpg?v=1726165911,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
difunto-simple,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/MG_0049-Edit.jpg?v=1724698955,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
difunto-simple,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/MG_0042.jpg?v=1724698990,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ceramica-volcano,Cerámica Volcano,"<p>Estos floreros de cerámica tienen una terminación que da la sensación de que fuesen hechos en piedra volcánica. No tienen drenaje, por lo que no son recomendable para ponerles plantas. </p>
<p><span style=""color: #b3b3b3;"">S:</span><br><span style=""color: #b3b3b3;"">M:</span><br><span style=""color: #b3b3b3;"">L:</span></p>",Las Lira,,"","",false,Tamaño,S,,,,,,,,O119,0.0,shopify,deny,manual,0,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/MG_9937.jpg2.jpg?v=1658857053,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
ceramica-volcano,,,,,,,,,M,,,,,,,,O119,0.0,shopify,deny,manual,0,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/MG_9937af.jpg?v=1658857054,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
ceramica-volcano,,,,,,,,,L,,,,,,,,O120,0.0,shopify,deny,manual,0,,true,false,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
arreglo-del-dia,Arreglo del Día,"<p>¡Nos llegaron Brassicas! Aprovecha que estamos en temporada y pide tu arreglo en este colorido de invierno de tonos vivos. Base de metal</p>
<p><meta charset=""utf-8""><span data-mce-fragment=""1"">Para que tu arreglo tenga una vida útil más larga te recomendamos sacarlo por las noches a un lugar frío, porque en general el calor y la falta de agua son el gran enemigo de las flores de corte. Para este último punto, debes checkear con tu dedo que el OASIS (material en donde se acomodan las flores) esté siempre mojado. Ahora, ¿cómo hidratarlas? Nunca debes ""regar"" ni rociar las flores por encima, sino que hacer un espacio para que el agua -con tu regadera o botella- llegue directamente al OASIS. Retira las flores que estén moribundas, así evitas la acumulación de bacterias y las que queden se verán más frescas.</span></p>
<p><span data-mce-fragment=""1""><meta charset=""utf-8"">
<span style=""color: #b3b3b3;"">* El arreglo de las fotos es de tamaño '55 x 45 cms' / El envío no está incluido en este precio</span></span></p>",Las Lira,,"",Arreglos,false,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,75000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_3068.jpg?v=1657897241,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
arreglo-del-dia,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/222FFCD0-CB94-4104-A1A4-24D1513C32FE_1_105_c.jpg?v=1657897241,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mei-2l,MEI 2L (B),"<meta charset=""utf-8"">
<p class=""p1"" data-mce-fragment=""1"">Las orquídeas deben recibir mucha luz, pero igual que en la naturaleza, debe ser de manera indirecta para evitar quemaduras solares. La planta debe ser regada solo una vez que el musgo se encuentre seco (cada 10 - 15 días dependiendo de su humedad). En caso de que haya un exceso en el riego, es importante retirar el agua sobrante. En invierno es recomendable regar entre 11 y 14 hrs. Si la temperatura es menor a 15ºC, es mejor no regar.</p>
<p class=""p2"" data-mce-fragment=""1"">La floración es una vez al año y puede durar entre 2 a 4 meses. Una vez que todas sus flores se sequen, debes cortar los tallos justo por debajo de ellas, ya que esos serán los brotes del próximo año.<br></p>
<p class=""p2"" data-mce-fragment=""1""><em>Tip: Si tienes sustrato especial para orquídeas sugerimos (una vez que haya acabado su floración) abonarle unas gotitas cada dos semanas ;)</em><br></p>",Las Lira,,"",orquideas,true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,80000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0641.jpg?v=1655503630,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
cilindro-mediano,Cilindro 2L,"<meta charset=""utf-8"">
<p class=""p1"" data-mce-fragment=""1"">Las orquídeas deben recibir mucha luz, pero igual que en la naturaleza, debe ser de manera indirecta para evitar quemaduras solares. La planta debe ser regada solo una vez que el musgo se encuentre seco (cada 10 - 15 días dependiendo de su humedad). En caso de que haya un exceso en el riego, es importante retirar el agua sobrante. En invierno es recomendable regar entre 11 y 14 hrs. Si la temperatura es menor a 15ºC, es mejor no regar. Por otra parte, otro consejo importante para mantener a las orquídeas sanas es utilizar un recipiente transparente, de forma que sus raíces también reciban la luz solar y puedan llevar a cabo la fotosíntesis.</p>
<p class=""p1"" data-mce-fragment=""1"">La floración es una vez al año y puede durar entre 2 a 4 meses. Una vez que todas sus flores se sequen, debes cortar los tallos justo por debajo de ellas, ya que esos serán los brotes del próximo año.</p>
<p class=""p1"" data-mce-fragment=""1""><em>Tip: Si tienes sustrato especial para orquídeas sugerimos (una vez que haya acabado su floración) abonarle unas gotitas cada dos semanas ;)</em></p>",Las Lira,,"",orquideas,true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,85000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/MG_8873.jpg?v=1655503401,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
boina-rosadas,Boina Rosadas,"<p class=""p1"" data-mce-fragment=""1"">Las orquídeas deben recibir mucha luz, pero igual que en la naturaleza, debe ser de manera indirecta para evitar quemaduras solares. La planta debe ser regada solo una vez que el musgo se encuentre seco (cada 10 - 15 días dependiendo de su humedad). En caso de que haya un exceso en el riego, es importante retirar el agua sobrante. En invierno es recomendable regar entre 11 y 14 hrs. Si la temperatura es menor a 15ºC, es mejor no regar. Por otra parte, otro consejo importante para mantener a las orquídeas sanas es utilizar un recipiente transparente, de forma que sus raíces también reciban la luz solar y puedan llevar a cabo la fotosíntesis.</p>
<p class=""p1"" data-mce-fragment=""1"">La floración es una vez al año y puede durar entre 2 a 4 meses. Una vez que todas sus flores se sequen, debes cortar los tallos justo por debajo de ellas, ya que esos serán los brotes del próximo año.</p>
<p class=""p1"" data-mce-fragment=""1""><em>Tip: Si tienes sustrato especial para orquídeas sugerimos (una vez que haya acabado su floración) abonarle unas gotitas cada dos semanas ;)</em></p>",Las Lira,,"",orquideas,true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,160000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0492_54a7531f-b62a-403d-acb6-5d6c005be75d.jpg?v=1655490726,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
boina-rosadas,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0492.jpg?v=1655490625,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
